"group" "subject" "activity" "place" "sensor" "axis" "activity_name" "mean"
"train" 14 2 "body" "acc" "y" "WALKING_UPSTAIRS" -0.00173124058600116
"train" 15 2 "body" "acc" "y" "WALKING_UPSTAIRS" -0.00609181387196615
"train" 16 2 "body" "acc" "y" "WALKING_UPSTAIRS" 0.0014542960605576
"train" 17 2 "body" "acc" "y" "WALKING_UPSTAIRS" -0.00300357470741602
"train" 19 2 "body" "acc" "y" "WALKING_UPSTAIRS" -0.00695530594023828
"train" 21 2 "body" "acc" "y" "WALKING_UPSTAIRS" -0.00345324307783245
"train" 22 2 "body" "acc" "y" "WALKING_UPSTAIRS" -0.00510041642886533
"train" 23 2 "body" "acc" "y" "WALKING_UPSTAIRS" -0.00799685445798713
"train" 25 2 "body" "acc" "y" "WALKING_UPSTAIRS" -0.00516550642107644
"train" 26 2 "body" "acc" "y" "WALKING_UPSTAIRS" -0.00578287271408097
"train" 27 2 "body" "acc" "y" "WALKING_UPSTAIRS" -0.00155107786253983
"train" 28 2 "body" "acc" "y" "WALKING_UPSTAIRS" -0.00566801100804075
"train" 29 2 "body" "acc" "y" "WALKING_UPSTAIRS" -0.00671815837600606
"train" 30 2 "body" "acc" "y" "WALKING_UPSTAIRS" -0.00429734234890625
"train" 1 2 "body" "acc" "z" "WALKING_UPSTAIRS" 0.00363560725781545
"train" 3 2 "body" "acc" "z" "WALKING_UPSTAIRS" -0.000580482469830508
"train" 5 2 "body" "acc" "z" "WALKING_UPSTAIRS" 0.000276225530490359
"train" 6 2 "body" "acc" "z" "WALKING_UPSTAIRS" -0.00455037321912377
"train" 7 2 "body" "acc" "z" "WALKING_UPSTAIRS" -0.0117145493605545
"train" 8 2 "body" "acc" "z" "WALKING_UPSTAIRS" -0.00225109782014101
"train" 11 2 "body" "acc" "z" "WALKING_UPSTAIRS" 0.000498953284982639
"train" 14 2 "body" "acc" "z" "WALKING_UPSTAIRS" -0.00131212876441696
"train" 15 2 "body" "acc" "z" "WALKING_UPSTAIRS" -0.00285573608139258
"train" 16 2 "body" "acc" "z" "WALKING_UPSTAIRS" -0.00520843811588995
"train" 17 2 "body" "acc" "z" "WALKING_UPSTAIRS" -0.00428874461253499
"train" 19 2 "body" "acc" "z" "WALKING_UPSTAIRS" -0.0141210534711445
"train" 21 2 "body" "acc" "z" "WALKING_UPSTAIRS" -0.0056510107575266
"train" 22 2 "body" "acc" "z" "WALKING_UPSTAIRS" -0.00305340990318824
"train" 23 2 "body" "acc" "z" "WALKING_UPSTAIRS" -0.00613870942734375
"train" 25 2 "body" "acc" "z" "WALKING_UPSTAIRS" -0.00591401988219952
"train" 26 2 "body" "acc" "z" "WALKING_UPSTAIRS" -0.00450446375028474
"train" 27 2 "body" "acc" "z" "WALKING_UPSTAIRS" -0.0050287061566299
"train" 28 2 "body" "acc" "z" "WALKING_UPSTAIRS" -0.00436260363939798
"train" 29 2 "body" "acc" "z" "WALKING_UPSTAIRS" -0.00320197319943559
"train" 30 2 "body" "acc" "z" "WALKING_UPSTAIRS" -0.00541423122460337
"train" 1 2 "body" "gyro" "x" "WALKING_UPSTAIRS" 0.0806764951158314
"train" 3 2 "body" "gyro" "x" "WALKING_UPSTAIRS" 0.103003805232336
"train" 5 2 "body" "gyro" "x" "WALKING_UPSTAIRS" 0.0693004434081749
"train" 6 2 "body" "gyro" "x" "WALKING_UPSTAIRS" -0.0506039534477022
"train" 7 2 "body" "gyro" "x" "WALKING_UPSTAIRS" -0.114586175367947
"train" 8 2 "body" "gyro" "x" "WALKING_UPSTAIRS" 0.227287981474272
"train" 11 2 "body" "gyro" "x" "WALKING_UPSTAIRS" -0.0561219669798322
"train" 14 2 "body" "gyro" "x" "WALKING_UPSTAIRS" 0.112477918911863
"train" 15 2 "body" "gyro" "x" "WALKING_UPSTAIRS" 0.121708317158854
"train" 16 2 "body" "gyro" "x" "WALKING_UPSTAIRS" 0.10263546669136
"train" 17 2 "body" "gyro" "x" "WALKING_UPSTAIRS" -0.00283639389453125
"train" 19 2 "body" "gyro" "x" "WALKING_UPSTAIRS" 0.0686141804520312
"train" 21 2 "body" "gyro" "x" "WALKING_UPSTAIRS" 0.0931138493709109
"train" 22 2 "body" "gyro" "x" "WALKING_UPSTAIRS" 0.167752684782757
"train" 23 2 "body" "gyro" "x" "WALKING_UPSTAIRS" 0.127339505680884
"train" 25 2 "body" "gyro" "x" "WALKING_UPSTAIRS" 0.0858980194822692
"train" 26 2 "body" "gyro" "x" "WALKING_UPSTAIRS" 0.00297007638579545
"train" 27 2 "body" "gyro" "x" "WALKING_UPSTAIRS" -0.068439899939185
"train" 28 2 "body" "gyro" "x" "WALKING_UPSTAIRS" -0.104875886137384
"train" 29 2 "body" "gyro" "x" "WALKING_UPSTAIRS" 0.124663075774083
"train" 30 2 "body" "gyro" "x" "WALKING_UPSTAIRS" 0.0248711141269712
"train" 1 2 "body" "gyro" "y" "WALKING_UPSTAIRS" -0.041460951730513
"train" 3 2 "body" "gyro" "y" "WALKING_UPSTAIRS" -0.0293182022684719
"train" 5 2 "body" "gyro" "y" "WALKING_UPSTAIRS" -0.0193492855700133
"train" 6 2 "body" "gyro" "y" "WALKING_UPSTAIRS" 0.0101320629135386
"train" 7 2 "body" "gyro" "y" "WALKING_UPSTAIRS" 0.0324478559844669
"train" 8 2 "body" "gyro" "y" "WALKING_UPSTAIRS" -0.0586336703780272
"train" 11 2 "body" "gyro" "y" "WALKING_UPSTAIRS" 0.0079672933754485
"train" 14 2 "body" "gyro" "y" "WALKING_UPSTAIRS" -0.0221955074349537
"train" 15 2 "body" "gyro" "y" "WALKING_UPSTAIRS" -0.0362919205909147
"train" 16 2 "body" "gyro" "y" "WALKING_UPSTAIRS" 0.0116150023535999
"train" 17 2 "body" "gyro" "y" "WALKING_UPSTAIRS" 0.00880133264500326
"train" 19 2 "body" "gyro" "y" "WALKING_UPSTAIRS" -0.0271686011450391
"train" 21 2 "body" "gyro" "y" "WALKING_UPSTAIRS" -0.0366987852490858
"train" 22 2 "body" "gyro" "y" "WALKING_UPSTAIRS" -0.0483635683343601
"train" 23 2 "body" "gyro" "y" "WALKING_UPSTAIRS" -0.0168068511272365
"train" 25 2 "body" "gyro" "y" "WALKING_UPSTAIRS" -0.0158466448487764
"train" 26 2 "body" "gyro" "y" "WALKING_UPSTAIRS" 0.00387346435761364
"train" 27 2 "body" "gyro" "y" "WALKING_UPSTAIRS" 0.034523197957091
"train" 28 2 "body" "gyro" "y" "WALKING_UPSTAIRS" 0.0431467744525888
"train" 29 2 "body" "gyro" "y" "WALKING_UPSTAIRS" -0.0352114136439254
"train" 30 2 "body" "gyro" "y" "WALKING_UPSTAIRS" -0.00163497020100565
"train" 1 2 "body" "gyro" "z" "WALKING_UPSTAIRS" -0.0123806836501887
"train" 3 2 "body" "gyro" "z" "WALKING_UPSTAIRS" -0.02866763644067
"train" 5 2 "body" "gyro" "z" "WALKING_UPSTAIRS" -0.0194246224910971
"train" 6 2 "body" "gyro" "z" "WALKING_UPSTAIRS" -0.00881170021187194
"train" 7 2 "body" "gyro" "z" "WALKING_UPSTAIRS" 0.0234060600657062
"train" 8 2 "body" "gyro" "z" "WALKING_UPSTAIRS" -0.0702777340204078
"train" 11 2 "body" "gyro" "z" "WALKING_UPSTAIRS" -0.00997038623119647
"train" 14 2 "body" "gyro" "z" "WALKING_UPSTAIRS" -0.0577451707537138
"train" 15 2 "body" "gyro" "z" "WALKING_UPSTAIRS" 0.00214008021862142
"train" 16 2 "body" "gyro" "z" "WALKING_UPSTAIRS" -0.0416590948035846
"train" 17 2 "body" "gyro" "z" "WALKING_UPSTAIRS" -0.0133837750335449
"train" 19 2 "body" "gyro" "z" "WALKING_UPSTAIRS" -0.0383132787675664
"train" 21 2 "body" "gyro" "z" "WALKING_UPSTAIRS" -0.040630256875
"train" 22 2 "body" "gyro" "z" "WALKING_UPSTAIRS" -0.0312454789041443
"train" 23 2 "body" "gyro" "z" "WALKING_UPSTAIRS" -0.0526188996441942
"train" 25 2 "body" "gyro" "z" "WALKING_UPSTAIRS" 0.0058819984968512
"train" 26 2 "body" "gyro" "z" "WALKING_UPSTAIRS" -0.00627898058804088
"train" 27 2 "body" "gyro" "z" "WALKING_UPSTAIRS" 0.0238100485789982
"train" 28 2 "body" "gyro" "z" "WALKING_UPSTAIRS" 0.0076958431196538
"train" 29 2 "body" "gyro" "z" "WALKING_UPSTAIRS" -0.00039876614679528
"train" 30 2 "body" "gyro" "z" "WALKING_UPSTAIRS" -0.00215225612540865
"train" 1 2 "total" "acc" "x" "WALKING_UPSTAIRS" 0.962941935097288
"train" 3 2 "total" "acc" "x" "WALKING_UPSTAIRS" 0.95710298628178
"train" 5 2 "total" "acc" "x" "WALKING_UPSTAIRS" 0.996363551230053
"train" 6 2 "total" "acc" "x" "WALKING_UPSTAIRS" 0.979916172717525
"train" 7 2 "total" "acc" "x" "WALKING_UPSTAIRS" 0.908788687760417
"train" 8 2 "total" "acc" "x" "WALKING_UPSTAIRS" 0.940320875685976
"train" 11 2 "total" "acc" "x" "WALKING_UPSTAIRS" 0.964142631467014
"train" 14 2 "total" "acc" "x" "WALKING_UPSTAIRS" 0.819330508718171
"train" 15 2 "total" "acc" "x" "WALKING_UPSTAIRS" 0.983793953613281
"train" 16 2 "total" "acc" "x" "WALKING_UPSTAIRS" 0.916036803155637
"train" 17 2 "total" "acc" "x" "WALKING_UPSTAIRS" 0.934191623665365
"train" 19 2 "total" "acc" "x" "WALKING_UPSTAIRS" 0.914985303847656
"train" 21 2 "total" "acc" "x" "WALKING_UPSTAIRS" 0.885616975332447
"train" 22 2 "total" "acc" "x" "WALKING_UPSTAIRS" 0.958729109505208
"train" 23 2 "total" "acc" "x" "WALKING_UPSTAIRS" 0.926516825321691
"train" 25 2 "total" "acc" "x" "WALKING_UPSTAIRS" 0.991872871754808
"train" 26 2 "total" "acc" "x" "WALKING_UPSTAIRS" 1.00096509833807
"train" 27 2 "total" "acc" "x" "WALKING_UPSTAIRS" 0.947137929748775
"train" 28 2 "total" "acc" "x" "WALKING_UPSTAIRS" 0.936820420481005
"train" 29 2 "total" "acc" "x" "WALKING_UPSTAIRS" 0.990389250589924
"train" 30 2 "total" "acc" "x" "WALKING_UPSTAIRS" 0.9934423609375
"train" 1 2 "total" "acc" "y" "WALKING_UPSTAIRS" -0.347215722982459
"train" 3 2 "total" "acc" "y" "WALKING_UPSTAIRS" -0.372323638454714
"train" 5 2 "total" "acc" "y" "WALKING_UPSTAIRS" -0.255623305961074
"train" 6 2 "total" "acc" "y" "WALKING_UPSTAIRS" -0.327547300657816
"train" 7 2 "total" "acc" "y" "WALKING_UPSTAIRS" -0.228059991820695
"train" 8 2 "total" "acc" "y" "WALKING_UPSTAIRS" -0.278742426824657
"train" 11 2 "total" "acc" "y" "WALKING_UPSTAIRS" -0.331999987080787
"train" 14 2 "total" "acc" "y" "WALKING_UPSTAIRS" -0.305949177272569
"train" 15 2 "total" "acc" "y" "WALKING_UPSTAIRS" -0.302600128919759
"train" 16 2 "total" "acc" "y" "WALKING_UPSTAIRS" -0.0609810824570986
"train" 17 2 "total" "acc" "y" "WALKING_UPSTAIRS" -0.268743470243354
"train" 19 2 "total" "acc" "y" "WALKING_UPSTAIRS" -0.375512369074371
"train" 21 2 "total" "acc" "y" "WALKING_UPSTAIRS" -0.417162219434674
"train" 22 2 "total" "acc" "y" "WALKING_UPSTAIRS" -0.32344706244109
"train" 23 2 "total" "acc" "y" "WALKING_UPSTAIRS" -0.204152640686068
"train" 25 2 "total" "acc" "y" "WALKING_UPSTAIRS" -0.204476784545385
"train" 26 2 "total" "acc" "y" "WALKING_UPSTAIRS" -0.233586558894075
"train" 27 2 "total" "acc" "y" "WALKING_UPSTAIRS" -0.21248506218511
"train" 28 2 "total" "acc" "y" "WALKING_UPSTAIRS" -0.320416285860769
"train" 29 2 "total" "acc" "y" "WALKING_UPSTAIRS" -0.215496329494786
"train" 30 2 "total" "acc" "y" "WALKING_UPSTAIRS" -0.212603276313526
"train" 1 2 "total" "acc" "z" "WALKING_UPSTAIRS" -0.0759891528358196
"train" 3 2 "total" "acc" "z" "WALKING_UPSTAIRS" -0.166233946183615
"train" 5 2 "total" "acc" "z" "WALKING_UPSTAIRS" -0.028050900172624
"train" 6 2 "total" "acc" "z" "WALKING_UPSTAIRS" -0.0282167908499571
"train" 7 2 "total" "acc" "z" "WALKING_UPSTAIRS" -0.413866327372871
"train" 8 2 "total" "acc" "z" "WALKING_UPSTAIRS" -0.196760307553297
"train" 11 2 "total" "acc" "z" "WALKING_UPSTAIRS" 0.139075093452595
"train" 14 2 "total" "acc" "z" "WALKING_UPSTAIRS" -0.493372401126881
"train" 15 2 "total" "acc" "z" "WALKING_UPSTAIRS" 0.0713977348851563
"train" 16 2 "total" "acc" "z" "WALKING_UPSTAIRS" -0.383244142909743
"train" 17 2 "total" "acc" "z" "WALKING_UPSTAIRS" -0.302833598477246
"train" 19 2 "total" "acc" "z" "WALKING_UPSTAIRS" -0.236836226455312
"train" 21 2 "total" "acc" "z" "WALKING_UPSTAIRS" -0.315559673220246
"train" 22 2 "total" "acc" "z" "WALKING_UPSTAIRS" -0.102720797758668
"train" 23 2 "total" "acc" "z" "WALKING_UPSTAIRS" -0.361448667265411
"train" 25 2 "total" "acc" "z" "WALKING_UPSTAIRS" 0.0949227853708721
"train" 26 2 "total" "acc" "z" "WALKING_UPSTAIRS" -0.0119875790126506
"train" 27 2 "total" "acc" "z" "WALKING_UPSTAIRS" -0.300105698559222
"train" 28 2 "total" "acc" "z" "WALKING_UPSTAIRS" -0.270513313718903
"train" 29 2 "total" "acc" "z" "WALKING_UPSTAIRS" 0.0348855260058705
"train" 30 2 "total" "acc" "z" "WALKING_UPSTAIRS" -0.0326963032998942
"test" 2 3 "body" "acc" "x" "WALKING_DOWNSTAIRS" 8.15666749335123e-06
"test" 4 3 "body" "acc" "x" "WALKING_DOWNSTAIRS" 0.000492442967631944
"test" 9 3 "body" "acc" "x" "WALKING_DOWNSTAIRS" 0.00378110410452046
"test" 10 3 "body" "acc" "x" "WALKING_DOWNSTAIRS" 0.00264315638248355
"test" 12 3 "body" "acc" "x" "WALKING_DOWNSTAIRS" 0.000813056907707201
"test" 13 3 "body" "acc" "x" "WALKING_DOWNSTAIRS" 0.00357174703055186
"test" 18 3 "body" "acc" "x" "WALKING_DOWNSTAIRS" 0.00223880059102557
"test" 20 3 "body" "acc" "x" "WALKING_DOWNSTAIRS" 0.00382664236535069
"test" 24 3 "body" "acc" "x" "WALKING_DOWNSTAIRS" 0.00227831390532102
"test" 2 3 "body" "acc" "y" "WALKING_DOWNSTAIRS" -0.00289702140073138
"test" 4 3 "body" "acc" "y" "WALKING_DOWNSTAIRS" 0.00384790223680556
"test" 9 3 "body" "acc" "y" "WALKING_DOWNSTAIRS" -0.00171058052881324
"test" 10 3 "body" "acc" "y" "WALKING_DOWNSTAIRS" -0.00150373690867599
"test" 12 3 "body" "acc" "y" "WALKING_DOWNSTAIRS" -0.000496247653203125
"test" 13 3 "body" "acc" "y" "WALKING_DOWNSTAIRS" 0.00145068212119215
"test" 18 3 "body" "acc" "y" "WALKING_DOWNSTAIRS" 0.000142385612393182
"test" 20 3 "body" "acc" "y" "WALKING_DOWNSTAIRS" 0.00393224578834549
"test" 24 3 "body" "acc" "y" "WALKING_DOWNSTAIRS" 0.00134543776216477
"test" 2 3 "body" "acc" "z" "WALKING_DOWNSTAIRS" -0.00280964498676695
"test" 4 3 "body" "acc" "z" "WALKING_DOWNSTAIRS" 0.000505458824418403
"test" 9 3 "body" "acc" "z" "WALKING_DOWNSTAIRS" 0.00570820403456101
"test" 10 3 "body" "acc" "z" "WALKING_DOWNSTAIRS" -0.000839381163301809
"test" 12 3 "body" "acc" "z" "WALKING_DOWNSTAIRS" -0.000412361126878397
"test" 13 3 "body" "acc" "z" "WALKING_DOWNSTAIRS" 0.00208566982615691
"test" 18 3 "body" "acc" "z" "WALKING_DOWNSTAIRS" 0.00162422789175
"test" 20 3 "body" "acc" "z" "WALKING_DOWNSTAIRS" 0.0012238164825625
"test" 24 3 "body" "acc" "z" "WALKING_DOWNSTAIRS" 0.00115249856201705
"test" 2 3 "body" "gyro" "x" "WALKING_DOWNSTAIRS" -0.0910397032603723
"test" 4 3 "body" "gyro" "x" "WALKING_DOWNSTAIRS" -0.0775202392881701
"test" 9 3 "body" "gyro" "x" "WALKING_DOWNSTAIRS" -0.0659685908307481
"test" 10 3 "body" "gyro" "x" "WALKING_DOWNSTAIRS" -0.100210707471916
"test" 12 3 "body" "gyro" "x" "WALKING_DOWNSTAIRS" -0.0875168323327412
"test" 13 3 "body" "gyro" "x" "WALKING_DOWNSTAIRS" -0.0979753666131981
"test" 18 3 "body" "gyro" "x" "WALKING_DOWNSTAIRS" -0.0309198196498778
"test" 20 3 "body" "gyro" "x" "WALKING_DOWNSTAIRS" -0.0863165379171181
"test" 24 3 "body" "gyro" "x" "WALKING_DOWNSTAIRS" -0.0608825992774659
"test" 2 3 "body" "gyro" "y" "WALKING_DOWNSTAIRS" 0.031386088491999
"test" 4 3 "body" "gyro" "y" "WALKING_DOWNSTAIRS" 0.00177744337545139
"test" 9 3 "body" "gyro" "y" "WALKING_DOWNSTAIRS" 0.00139038171233259
"test" 10 3 "body" "gyro" "y" "WALKING_DOWNSTAIRS" -0.0146298151562911
"test" 12 3 "body" "gyro" "y" "WALKING_DOWNSTAIRS" 0.0142697908064283
"test" 13 3 "body" "gyro" "y" "WALKING_DOWNSTAIRS" 0.0228540842802759
"test" 18 3 "body" "gyro" "y" "WALKING_DOWNSTAIRS" 0.00483909505683239
"test" 20 3 "body" "gyro" "y" "WALKING_DOWNSTAIRS" 0.03984059838125
"test" 24 3 "body" "gyro" "y" "WALKING_DOWNSTAIRS" 0.00907925993384943
"test" 2 3 "body" "gyro" "z" "WALKING_DOWNSTAIRS" 0.00479812537430186
"test" 4 3 "body" "gyro" "z" "WALKING_DOWNSTAIRS" -0.0119804035823299
"test" 9 3 "body" "gyro" "z" "WALKING_DOWNSTAIRS" 0.0134864333058743
"test" 10 3 "body" "gyro" "z" "WALKING_DOWNSTAIRS" -0.00614732127109375
"test" 12 3 "body" "gyro" "z" "WALKING_DOWNSTAIRS" 0.00142102502017663
"test" 13 3 "body" "gyro" "z" "WALKING_DOWNSTAIRS" 0.0110432632994348
"test" 18 3 "body" "gyro" "z" "WALKING_DOWNSTAIRS" 0.0054944793258125
"test" 20 3 "body" "gyro" "z" "WALKING_DOWNSTAIRS" 0.00777528482376736
"test" 24 3 "body" "gyro" "z" "WALKING_DOWNSTAIRS" 0.0113483894395028
"test" 2 3 "total" "acc" "x" "WALKING_DOWNSTAIRS" 0.945216230834442
"test" 4 3 "total" "acc" "x" "WALKING_DOWNSTAIRS" 1.00645038331597
"test" 9 3 "total" "acc" "x" "WALKING_DOWNSTAIRS" 1.00315201588542
"test" 10 3 "total" "acc" "x" "WALKING_DOWNSTAIRS" 1.00299684753289
"test" 12 3 "total" "acc" "x" "WALKING_DOWNSTAIRS" 1.0082774439538
"test" 13 3 "total" "acc" "x" "WALKING_DOWNSTAIRS" 1.00538808508976
"test" 18 3 "total" "acc" "x" "WALKING_DOWNSTAIRS" 0.997267220880682
"test" 20 3 "total" "acc" "x" "WALKING_DOWNSTAIRS" 0.989978952899306
"test" 24 3 "total" "acc" "x" "WALKING_DOWNSTAIRS" 1.01046508301136
"test" 2 3 "total" "acc" "y" "WALKING_DOWNSTAIRS" -0.310210784831449
"test" 4 3 "total" "acc" "y" "WALKING_DOWNSTAIRS" -0.0401034840629549
"test" 9 3 "total" "acc" "y" "WALKING_DOWNSTAIRS" -0.0188410095923735
"test" 10 3 "total" "acc" "y" "WALKING_DOWNSTAIRS" -0.0479827336094572
"test" 12 3 "total" "acc" "y" "WALKING_DOWNSTAIRS" -0.160917511084484
"test" 13 3 "total" "acc" "y" "WALKING_DOWNSTAIRS" -0.191782099509907
"test" 18 3 "total" "acc" "y" "WALKING_DOWNSTAIRS" -0.207326438964375
"test" 20 3 "total" "acc" "y" "WALKING_DOWNSTAIRS" -0.255082105715469
"test" 24 3 "total" "acc" "y" "WALKING_DOWNSTAIRS" -0.108763870229751
"test" 2 3 "total" "acc" "z" "WALKING_DOWNSTAIRS" -0.0514648999197763
"test" 4 3 "total" "acc" "z" "WALKING_DOWNSTAIRS" 0.141126709542694
"test" 9 3 "total" "acc" "z" "WALKING_DOWNSTAIRS" -0.0806710528291853
"test" 10 3 "total" "acc" "z" "WALKING_DOWNSTAIRS" 0.0347843677526521
"test" 12 3 "total" "acc" "z" "WALKING_DOWNSTAIRS" -0.0610726244907439
"test" 13 3 "total" "acc" "z" "WALKING_DOWNSTAIRS" -0.0968782195690558
"test" 18 3 "total" "acc" "z" "WALKING_DOWNSTAIRS" -0.0524111063227983
"test" 20 3 "total" "acc" "z" "WALKING_DOWNSTAIRS" -0.0320715912930556
"test" 24 3 "total" "acc" "z" "WALKING_DOWNSTAIRS" -0.142074405721598
"train" 1 3 "body" "acc" "x" "WALKING_DOWNSTAIRS" 0.00239312484429209
"train" 3 3 "body" "acc" "x" "WALKING_DOWNSTAIRS" 0.00305982842274872
"train" 5 3 "body" "acc" "x" "WALKING_DOWNSTAIRS" 0.00329073173105053
"train" 6 3 "body" "acc" "x" "WALKING_DOWNSTAIRS" -0.000109326533723959
"train" 7 3 "body" "acc" "x" "WALKING_DOWNSTAIRS" 0.000562871270169548
"train" 8 3 "body" "acc" "x" "WALKING_DOWNSTAIRS" 0.00121759228741365
"train" 11 3 "body" "acc" "x" "WALKING_DOWNSTAIRS" 0.00289128510158628
"train" 14 3 "body" "acc" "x" "WALKING_DOWNSTAIRS" 0.00326562777251042
"train" 15 3 "body" "acc" "x" "WALKING_DOWNSTAIRS" 0.000540567950271577
"train" 16 3 "body" "acc" "x" "WALKING_DOWNSTAIRS" 0.00371172697163564
"train" 17 3 "body" "acc" "x" "WALKING_DOWNSTAIRS" 0.00336787729505774
"train" 19 3 "body" "acc" "x" "WALKING_DOWNSTAIRS" -0.00306806990741186
"train" 21 3 "body" "acc" "x" "WALKING_DOWNSTAIRS" 0.00492229034291667
"train" 22 3 "body" "acc" "x" "WALKING_DOWNSTAIRS" 0.00141849405295139
"train" 23 3 "body" "acc" "x" "WALKING_DOWNSTAIRS" 0.00253925381005498
"train" 25 3 "body" "acc" "x" "WALKING_DOWNSTAIRS" 0.00283441407404364
"train" 26 3 "body" "acc" "x" "WALKING_DOWNSTAIRS" 0.0003521545298125
"train" 27 3 "body" "acc" "x" "WALKING_DOWNSTAIRS" 0.0041151080609375
"train" 28 3 "body" "acc" "x" "WALKING_DOWNSTAIRS" 0.00331095781681726
"train" 29 3 "body" "acc" "x" "WALKING_DOWNSTAIRS" 0.00320758058274414
"train" 30 3 "body" "acc" "x" "WALKING_DOWNSTAIRS" 0.00115711926984627
"train" 1 3 "body" "acc" "y" "WALKING_DOWNSTAIRS" 0.00378679923166454
"train" 3 3 "body" "acc" "y" "WALKING_DOWNSTAIRS" -0.0011629786873023
"train" 5 3 "body" "acc" "y" "WALKING_DOWNSTAIRS" 0.00453025937907247
"train" 6 3 "body" "acc" "y" "WALKING_DOWNSTAIRS" -0.00125814180607747
"train" 7 3 "body" "acc" "y" "WALKING_DOWNSTAIRS" 0.000264835219983378
"train" 8 3 "body" "acc" "y" "WALKING_DOWNSTAIRS" -0.00208111627527755
"train" 11 3 "body" "acc" "y" "WALKING_DOWNSTAIRS" -0.000352272065641984
"train" 14 3 "body" "acc" "y" "WALKING_DOWNSTAIRS" -0.00150849217334549
"train" 15 3 "body" "acc" "y" "WALKING_DOWNSTAIRS" 0.00603592463077009
"train" 16 3 "body" "acc" "y" "WALKING_DOWNSTAIRS" -0.000656535042450133
"train" 17 3 "body" "acc" "y" "WALKING_DOWNSTAIRS" 0.000210966647567935
"train" 19 3 "body" "acc" "y" "WALKING_DOWNSTAIRS" 0.00133432285417748
"train" 21 3 "body" "acc" "y" "WALKING_DOWNSTAIRS" -9.51388555798613e-05
"train" 22 3 "body" "acc" "y" "WALKING_DOWNSTAIRS" -0.00139613888576389
"train" 23 3 "body" "acc" "y" "WALKING_DOWNSTAIRS" 0.000486227303492477
"train" 25 3 "body" "acc" "y" "WALKING_DOWNSTAIRS" -0.00203453177822468
"train" 26 3 "body" "acc" "y" "WALKING_DOWNSTAIRS" 0.00236678302841562
"train" 27 3 "body" "acc" "y" "WALKING_DOWNSTAIRS" 0.00187865207728338
"train" 28 3 "body" "acc" "y" "WALKING_DOWNSTAIRS" -0.00256218909384171
"train" 29 3 "body" "acc" "y" "WALKING_DOWNSTAIRS" 0.00115232243517708
"train" 30 3 "body" "acc" "y" "WALKING_DOWNSTAIRS" -0.000157477854823589
"train" 1 3 "body" "acc" "z" "WALKING_DOWNSTAIRS" 0.000244930193343431
"train" 3 3 "body" "acc" "z" "WALKING_DOWNSTAIRS" -0.00258729414628584
"train" 5 3 "body" "acc" "z" "WALKING_DOWNSTAIRS" 0.00263866356910572
"train" 6 3 "body" "acc" "z" "WALKING_DOWNSTAIRS" 0.000362807785319011
"train" 7 3 "body" "acc" "z" "WALKING_DOWNSTAIRS" 0.00375575008317819
"train" 8 3 "body" "acc" "z" "WALKING_DOWNSTAIRS" 0.000234377669880756
"train" 11 3 "body" "acc" "z" "WALKING_DOWNSTAIRS" -0.000912568411128397
"train" 14 3 "body" "acc" "z" "WALKING_DOWNSTAIRS" 0.00511189375942708
"train" 15 3 "body" "acc" "z" "WALKING_DOWNSTAIRS" -0.000732836134354539
"train" 16 3 "body" "acc" "z" "WALKING_DOWNSTAIRS" -0.00382074003806516
"train" 17 3 "body" "acc" "z" "WALKING_DOWNSTAIRS" 0.00629773097550951
"train" 19 3 "body" "acc" "z" "WALKING_DOWNSTAIRS" -0.00838655288767628
"train" 21 3 "body" "acc" "z" "WALKING_DOWNSTAIRS" 0.00334931470480556
"train" 22 3 "body" "acc" "z" "WALKING_DOWNSTAIRS" 0.000294617220388021
"train" 23 3 "body" "acc" "z" "WALKING_DOWNSTAIRS" 0.00313667148526042
"train" 25 3 "body" "acc" "z" "WALKING_DOWNSTAIRS" 0.000368416342909483
"train" 26 3 "body" "acc" "z" "WALKING_DOWNSTAIRS" 0.000617083384053125
"train" 27 3 "body" "acc" "z" "WALKING_DOWNSTAIRS" -0.00149646042804155
"train" 28 3 "body" "acc" "z" "WALKING_DOWNSTAIRS" -9.29366437601902e-05
"train" 29 3 "body" "acc" "z" "WALKING_DOWNSTAIRS" 0.00336076483104167
"train" 30 3 "body" "acc" "z" "WALKING_DOWNSTAIRS" 0.00275157015383065
"train" 1 3 "body" "gyro" "x" "WALKING_DOWNSTAIRS" -0.0076353937466199
"train" 3 3 "body" "gyro" "x" "WALKING_DOWNSTAIRS" -0.107155483487921
"train" 5 3 "body" "gyro" "x" "WALKING_DOWNSTAIRS" -0.0418930660643118
"train" 6 3 "body" "gyro" "x" "WALKING_DOWNSTAIRS" -0.0705534005924528
"train" 7 3 "body" "gyro" "x" "WALKING_DOWNSTAIRS" -0.0801716179116689
"train" 8 3 "body" "gyro" "x" "WALKING_DOWNSTAIRS" -0.0964463194692434
"train" 11 3 "body" "gyro" "x" "WALKING_DOWNSTAIRS" -0.100446990796197
"train" 14 3 "body" "gyro" "x" "WALKING_DOWNSTAIRS" 0.0133734112198958
"train" 15 3 "body" "gyro" "x" "WALKING_DOWNSTAIRS" -0.112359025363132
"train" 16 3 "body" "gyro" "x" "WALKING_DOWNSTAIRS" 0.00529860160415559
"train" 17 3 "body" "gyro" "x" "WALKING_DOWNSTAIRS" 0.0984398854718241
"train" 19 3 "body" "gyro" "x" "WALKING_DOWNSTAIRS" -0.183683781497276
